deposit_id,user_id,deposit_date,amount_eur,payment_method,status
D700476,U148861,2026-01-20,79.13,Bank Transfer,Completed
D700477,U115688,2025-10-28,277.33,Bank Transfer,Completed
D700478,U108297,2026-04-07,299.13,Apple Pay,Pending
D700479,U137692,2025-11-14,27.9,Bank Transfer,Completed
D700480,U149537,2025-12-12,557.12,Google Pay,Completed
D700481,U136872,2025-08-16,503.94,Google Pay,Completed
D700482,U126259,2025-07-12,26.98,Bank Transfer,Pending
D700483,U135759,2026-05-21,227.08,Apple Pay,Completed
D700484,U115659,2025-12-17,126.59,Bank Transfer,Completed
D700485,U146640,2026-05-04,244.97,Bank Transfer,Completed
D700486,U110319,2025-05-16,1097.37,Card,Completed
D700487,U126756,2025-12-07,356.51,Card,Completed
D700488,U147650,2026-05-16,97.58,Bank Transfer,Completed
D700489,U100632,2026-06-19,1765.03,Card,Completed
D700490,U112162,2025-06-11,22.2,Google Pay,Completed
D700491,U138634,2026-08-03,198.98,Card,Completed
D700492,U119689,2025-12-13,317.71,Bank Transfer,Completed
D700493,U109352,2026-01-16,85.28,Bank Transfer,Completed
D700494,U147231,2025-09-29,667.9,Bank Transfer,Completed
D700495,U131713,2026-08-30,1792.78,Bank Transfer,Completed
D700496,U124410,2026-01-24,811.9,Google Pay,Completed
D700497,U126800,2026-04-21,65.38,Card,Completed
D700498,U115536,2025-09-17,451.87,Google Pay,Completed
D700499,U121164,2026-01-24,1152.21,Card,Completed
D700500,U120180,2025-03-07,177.3,Bank Transfer,Completed
D700501,U111714,2025-10-28,4137.98,Card,Completed
D700502,U124429,2025-10-22,617.98,Card,Completed
D700503,U130331,2025-05-10,291.47,Card,Completed
D700504,U117148,2025-11-05,1522.5,Bank Transfer,Completed
D700505,U115815,2026-05-02,514.79,Bank Transfer,Completed
D700506,U110653,2025-08-14,638.54,Apple Pay,Completed
D700507,U128837,2025-04-29,209.79,Bank Transfer,Completed
D700508,U148642,2025-10-21,377.15,Card,Completed
D700509,U121001,2026-07-05,230.89,Google Pay,Completed
D700510,U132168,2025-03-25,77.41,Card,Completed
D700511,U133433,2026-05-10,550.69,Card,Pending
D700512,U138008,2025-10-26,195.96,Bank Transfer,Completed
D700513,U107149,2026-06-19,55.31,Bank Transfer,Completed
D700514,U102095,2026-04-17,514.52,Bank Transfer,Completed
D700515,U111099,2026-07-03,317.24,Bank Transfer,Completed
D700516,U108327,2025-12-29,370.63,Card,Completed
D700517,U124525,2026-05-29,275.74,Bank Transfer,Completed
D700518,U113901,2025-11-05,206.11,Apple Pay,Completed
D700519,U121694,2026-04-02,543.62,Card,Completed
D700520,U143225,2025-09-26,209.81,Card,Completed
D700521,U132133,2026-05-24,163.54,Bank Transfer,Completed
D700522,U130375,2026-04-20,101.13,Bank Transfer,Completed
D700523,U105010,2025-11-23,143.46,Bank Transfer,Completed
D700524,U122037,2025-05-18,281.15,Bank Transfer,Completed
D700525,U146620,2025-08-10,270.74,Bank Transfer,Completed
D700526,U147285,2025-09-05,226.96,Google Pay,Completed
D700527,U115110,2025-12-14,251.44,Bank Transfer,Completed
D700528,U133050,2026-06-02,407.57,Card,Completed
D700529,U108599,2025-02-12,1122.02,Bank Transfer,Completed
D700530,U105051,2025-10-24,347.45,Bank Transfer,Pending
D700531,U129644,2026-01-07,366.36,Bank Transfer,Completed
D700532,U120107,2026-06-11,246.91,Card,Failed
D700533,U119387,2025-03-10,912.22,Apple Pay,Completed
D700534,U128963,2026-04-30,175.37,Google Pay,Completed
D700535,U138523,2025-06-04,310.23,Google Pay,Completed
D700536,U147652,2026-03-16,75.6,Card,Completed
D700537,U140651,2026-07-05,187.31,Bank Transfer,Completed
D700538,U142745,2025-10-07,212.61,Bank Transfer,Completed
D700539,U136295,2026-06-25,269.42,Bank Transfer,Completed
D700540,U125754,2026-06-11,522.49,Google Pay,Completed
D700541,U147212,2026-01-30,272.16,Card,Completed
D700542,U139363,2026-04-11,193.21,Bank Transfer,Completed
D700543,U134250,2026-08-27,16.36,Google Pay,Completed
D700544,U119010,2025-10-29,1953.93,Card,Completed
D700545,U116040,2026-06-23,127.94,Card,Completed
D700546,U130956,2025-07-15,108.61,Bank Transfer,Completed
D700547,U106886,2026-04-18,999.33,Bank Transfer,Completed
D700548,U115558,2026-07-16,329.25,Bank Transfer,Completed
D700549,U140649,2026-03-15,546.39,Bank Transfer,Completed
D700550,U102546,2026-05-30,262.76,Google Pay,Failed
D700551,U120091,2026-06-27,730.35,Bank Transfer,Completed
D700552,U139807,2025-12-19,110.49,Card,Completed
D700553,U131125,2025-12-28,487.2,Bank Transfer,Completed
D700554,U117049,2026-01-04,639.51,Card,Completed
D700555,U127262,2025-12-27,34.2,Bank Transfer,Completed
D700556,U108785,2026-03-06,95.14,Bank Transfer,Completed
D700557,U128672,2025-12-23,187.86,Card,Completed
D700558,U141382,2026-02-24,715.71,Bank Transfer,Failed
D700559,U127975,2026-01-05,1315.44,Bank Transfer,Completed
D700560,U141491,2026-02-13,174.78,Card,Failed
D700561,U146491,2026-03-08,268.26,Card,Completed
D700562,U122058,2025-12-18,32.23,Bank Transfer,Completed
D700563,U103276,2025-09-25,489.34,Apple Pay,Completed
D700564,U138010,2025-09-17,713.88,Bank Transfer,Pending
D700565,U141412,2026-02-19,171.96,Card,Completed
D700566,U127540,2026-03-17,577.51,Bank Transfer,Completed
D700567,U130653,2026-03-23,77.55,Card,Pending
D700568,U101310,2026-03-28,47.61,Bank Transfer,Completed
D700569,U102800,2026-07-11,1584.35,Card,Completed
D700570,U117768,2026-03-27,98.37,Bank Transfer,Completed
D700571,U103919,2026-06-13,489.61,Bank Transfer,Completed
D700572,U115317,2026-06-09,484.94,Apple Pay,Completed
D700573,U119888,2025-12-09,38.81,Bank Transfer,Completed
D700574,U146644,2025-12-11,172.04,Bank Transfer,Completed
D700575,U122420,2025-12-20,1591.75,Bank Transfer,Completed
D700576,U116401,2025-05-19,511.75,Bank Transfer,Completed
D700577,U106258,2026-08-01,2144.51,Google Pay,Completed
D700578,U100541,2026-01-23,84.62,Bank Transfer,Completed
D700579,U129134,2025-11-17,476.68,Card,Completed
D700580,U148632,2026-04-11,138.38,Bank Transfer,Completed
D700581,U145842,2026-08-18,212.7,Card,Pending
D700582,U101679,2026-02-01,24.69,Card,Completed
D700583,U132979,2026-02-13,456.51,Bank Transfer,Completed
D700584,U142218,2025-04-20,670.71,Bank Transfer,Pending
D700585,U138962,2025-02-16,82.1,Google Pay,Pending
D700586,U105868,2025-03-08,92.36,Bank Transfer,Completed
D700587,U119320,2026-06-18,848.48,Bank Transfer,Completed
D700588,U139328,2026-04-26,107.02,Bank Transfer,Completed
D700589,U101323,2026-06-14,390.61,Google Pay,Completed
D700590,U110439,2025-10-20,329.77,Apple Pay,Completed
D700591,U134687,2025-06-26,363.69,Bank Transfer,Completed
D700592,U106118,2025-06-26,135.48,Apple Pay,Completed
D700593,U119169,2026-04-14,337.25,Apple Pay,Completed
D700594,U101606,2026-04-14,154.84,Bank Transfer,Completed
D700595,U100527,2025-12-13,416.75,Google Pay,Completed
D700596,U113998,2025-12-24,296.63,Bank Transfer,Completed
D700597,U120223,2025-07-09,272.56,Bank Transfer,Pending
D700598,U128946,2026-02-16,138.69,Bank Transfer,Completed
D700599,U138537,2026-05-29,84.44,Apple Pay,Completed
D700600,U143267,2026-01-25,138.7,Bank Transfer,Completed
D700601,U126991,2025-11-09,196.63,Google Pay,Completed
D700602,U135427,2026-07-16,133.38,Bank Transfer,Completed
D700603,U135322,2026-05-27,61.19,Google Pay,Completed
D700604,U135115,2025-03-21,1131.22,Bank Transfer,Completed
D700605,U149953,2026-08-31,41.35,Card,Completed
D700606,U140964,2025-08-18,464.56,Bank Transfer,Failed
D700607,U107777,2025-08-10,74.45,Bank Transfer,Completed
D700608,U127365,2026-07-13,368.81,Bank Transfer,Completed
D700609,U109109,2025-06-20,3002.15,Google Pay,Completed
D700610,U109027,2026-01-31,50.7,Card,Completed
D700611,U126292,2025-07-01,59.8,Bank Transfer,Completed
D700612,U113599,2025-10-29,118.54,Apple Pay,Completed
D700613,U122704,2026-05-13,364.18,Bank Transfer,Completed
D700614,U137882,2025-07-09,218.31,Bank Transfer,Completed
D700615,U114871,2025-08-03,71.57,Bank Transfer,Completed
D700616,U132767,2025-10-26,333.12,Bank Transfer,Completed
D700617,U129578,2026-05-05,268.04,Apple Pay,Completed
D700618,U111415,2025-03-18,519.53,Card,Completed
D700619,U121870,2026-05-10,430.67,Google Pay,Completed
D700620,U133870,2026-07-06,563.93,Bank Transfer,Completed
D700621,U114219,2025-12-10,80.35,Bank Transfer,Completed
D700622,U111686,2026-04-24,161.09,Bank Transfer,Completed
D700623,U113203,2026-04-01,320.12,Bank Transfer,Completed
D700624,U133462,2025-10-02,23.04,Bank Transfer,Completed
D700625,U101423,2026-06-05,105.83,Bank Transfer,Completed
D700626,U129957,2026-02-02,277.72,Card,Completed
D700627,U141460,2025-10-27,701.63,Google Pay,Completed
D700628,U136483,2026-05-21,292.33,Bank Transfer,Completed
D700629,U138962,2025-09-30,207.13,Google Pay,Completed
D700630,U148292,2026-08-14,182.28,Google Pay,Pending
D700631,U105787,2025-06-08,131.91,Card,Completed
D700632,U139231,2025-11-12,131.07,Card,Completed
D700633,U113081,2026-01-30,69.28,Bank Transfer,Completed
D700634,U125374,2026-03-21,86.75,Card,Completed
D700635,U100068,2025-12-08,822.94,Card,Completed
D700636,U122179,2026-07-16,144.38,Card,Completed
D700637,U120705,2026-02-22,333.53,Bank Transfer,Completed
D700638,U125539,2026-04-26,880.31,Bank Transfer,Completed
D700639,U135203,2026-08-25,94.18,Apple Pay,Completed
D700640,U111731,2026-07-17,151.37,Card,Completed
D700641,U137970,2026-03-14,113.11,Card,Completed
D700642,U128030,2025-12-12,144.96,Bank Transfer,Completed
D700643,U111776,2026-01-09,25.72,Google Pay,Pending
D700644,U125156,2025-11-07,127.78,Bank Transfer,Completed
D700645,U112796,2025-11-02,134.36,Bank Transfer,Failed
D700646,U149743,2026-05-28,59.42,Card,Completed
D700647,U144863,2025-10-01,764.49,Bank Transfer,Failed
D700648,U120929,2025-10-17,283.95,Bank Transfer,Completed
D700649,U117277,2025-07-23,941.72,Bank Transfer,Pending
D700650,U118446,2025-11-26,63.19,Bank Transfer,Completed
D700651,U132418,2025-11-27,81.24,Card,Completed
D700652,U120379,2026-03-26,173.16,Card,Completed
D700653,U134459,2025-02-17,98.99,Card,Completed
D700654,U103980,2026-03-15,248.42,Card,Pending
D700655,U145730,2026-06-16,434.49,Bank Transfer,Completed
D700656,U137395,2025-11-26,196.7,Bank Transfer,Completed
D700657,U113930,2026-03-29,314.98,Card,Completed
D700658,U131341,2026-06-25,359.7,Bank Transfer,Completed
D700659,U117525,2025-08-24,457.71,Apple Pay,Completed
D700660,U146259,2025-11-21,205.71,Apple Pay,Completed
D700661,U144285,2025-06-19,2032.84,Bank Transfer,Completed
D700662,U145207,2025-09-17,620.53,Bank Transfer,Completed
D700663,U106245,2026-06-23,611.85,Bank Transfer,Completed
D700664,U120510,2025-09-28,251.72,Card,Completed
D700665,U117825,2025-08-15,223.48,Bank Transfer,Completed
D700666,U110722,2025-10-01,1034.61,Google Pay,Completed
D700667,U141299,2025-10-06,91.39,Google Pay,Completed
D700668,U138349,2026-03-07,1006.75,Card,Completed
D700669,U111841,2026-06-03,240.14,Bank Transfer,Completed
D700670,U128381,2025-07-04,62.97,Card,Completed
D700671,U105327,2025-04-21,213.22,Apple Pay,Completed
D700672,U115746,2025-07-06,266.64,Apple Pay,Completed
D700673,U143653,2025-10-21,178.39,Bank Transfer,Completed
D700674,U135819,2025-12-31,109.63,Bank Transfer,Completed
D700675,U101737,2026-08-20,486.93,Card,Completed
D700676,U117722,2026-05-23,111.95,Card,Completed
D700677,U106543,2026-08-16,469.93,Card,Completed
D700678,U145345,2026-03-10,40.09,Card,Completed
D700679,U131346,2025-11-18,27.15,Apple Pay,Completed
D700680,U135526,2025-07-09,592.56,Card,Completed
D700681,U137677,2025-06-21,786.94,Card,Completed
D700682,U130502,2026-05-12,49.92,Bank Transfer,Completed
D700683,U132026,2025-07-01,1352.95,Card,Completed
D700684,U102084,2026-08-14,1111.23,Card,Completed
D700685,U117673,2026-02-14,447.85,Card,Completed
D700686,U119497,2025-06-14,279.13,Card,Pending
D700687,U107161,2025-03-28,480.59,Card,Completed
D700688,U115394,2026-04-21,588.16,Bank Transfer,Completed
D700689,U107246,2025-11-12,35.04,Card,Completed
D700690,U112867,2026-05-10,934.49,Google Pay,Pending
D700691,U114466,2026-08-09,338.45,Bank Transfer,Completed
D700692,U142956,2025-12-07,262.16,Card,Completed
D700693,U104927,2025-08-21,313.23,Card,Completed
D700694,U125514,2026-08-08,2105.15,Card,Completed
D700695,U122704,2026-04-05,167.3,Card,Completed
D700696,U130366,2025-03-14,236.27,Bank Transfer,Completed
D700697,U128335,2026-05-24,1137.7,Bank Transfer,Completed
D700698,U141028,2025-11-20,80.01,Card,Completed
D700699,U132424,2026-02-10,30.7,Card,Completed
D700700,U110563,2026-05-04,244.17,Bank Transfer,Completed
D700701,U109700,2026-02-21,264.88,Card,Completed
D700702,U100479,2025-12-10,1732.08,Apple Pay,Failed
D700703,U110486,2025-11-03,108.04,Bank Transfer,Completed
D700704,U129193,2025-10-12,907.41,Card,Completed
D700705,U111718,2025-11-04,205.9,Apple Pay,Completed
D700706,U115920,2025-08-15,335.09,Bank Transfer,Completed
D700707,U133575,2026-03-05,251.97,Card,Completed
D700708,U125084,2025-10-30,141.22,Apple Pay,Completed
D700709,U114455,2026-08-05,1186.9,Bank Transfer,Completed
D700710,U115565,2026-07-26,61.67,Card,Completed
D700711,U128476,2026-08-19,403.49,Google Pay,Completed
D700712,U137672,2026-05-20,123.45,Bank Transfer,Completed
D700713,U129463,2025-05-19,3229.46,Bank Transfer,Completed
D700714,U146298,2026-07-27,240.91,Bank Transfer,Completed
D700715,U114179,2025-10-31,92.56,Apple Pay,Completed
D700716,U117658,2026-01-07,251.76,Google Pay,Completed
D700717,U142470,2025-12-27,60.82,Card,Completed
D700718,U138015,2025-09-20,333.38,Card,Completed
D700719,U135878,2025-01-29,822.52,Card,Completed
D700720,U102725,2026-04-15,308.31,Apple Pay,Completed
D700721,U115488,2025-06-12,261.5,Card,Completed
D700722,U131609,2025-10-17,354.93,Bank Transfer,Completed
D700723,U117796,2026-02-24,179.91,Bank Transfer,Completed
D700724,U117052,2026-01-05,222.05,Card,Completed
D700725,U126028,2025-11-04,275.44,Apple Pay,Completed
D700726,U114867,2026-07-07,159.52,Bank Transfer,Completed
D700727,U147745,2026-07-11,458.91,Card,Completed
D700728,U100423,2025-12-04,299.96,Google Pay,Completed
D700729,U145651,2026-01-11,338.68,Bank Transfer,Completed
D700730,U112624,2026-08-28,534.74,Google Pay,Completed
D700731,U131095,2026-01-10,58.89,Card,Completed
D700732,U143505,2025-12-30,96.62,Card,Completed
D700733,U134813,2026-03-17,745.18,Google Pay,Completed
D700734,U104626,2025-05-12,854.22,Card,Completed
D700735,U106079,2026-06-29,80.67,Bank Transfer,Completed
D700736,U116314,2025-08-19,289.9,Card,Completed
D700737,U115364,2026-05-07,245.82,Card,Completed
D700738,U124312,2026-02-27,1410.36,Card,Completed
D700739,U127025,2025-10-12,93.24,Bank Transfer,Completed
D700740,U105120,2026-08-08,267.21,Bank Transfer,Completed
D700741,U117815,2025-07-09,633.27,Card,Completed
D700742,U138137,2026-04-07,178.11,Bank Transfer,Completed
D700743,U123850,2025-10-06,318.99,Card,Completed
D700744,U118090,2026-08-03,11.92,Apple Pay,Pending
D700745,U111787,2025-08-02,470.6,Card,Completed
D700746,U143827,2026-03-31,359.25,Card,Completed
D700747,U106075,2025-09-04,750.51,Card,Completed
D700748,U123495,2026-07-06,66.21,Bank Transfer,Completed
D700749,U146760,2026-06-10,454.83,Apple Pay,Completed
D700750,U144139,2026-02-15,1154.62,Bank Transfer,Completed
D700751,U122841,2026-08-28,239.75,Card,Completed
D700752,U104914,2026-05-08,94.19,Card,Completed
D700753,U147161,2026-04-19,270.87,Card,Completed
D700754,U124601,2026-06-17,479.19,Bank Transfer,Completed
D700755,U144305,2026-01-26,629.84,Bank Transfer,Completed
D700756,U131825,2025-12-25,134.97,Apple Pay,Completed
D700757,U130906,2026-03-09,305.89,Bank Transfer,Completed
D700758,U104861,2026-06-10,139.38,Card,Completed
D700759,U141694,2025-07-22,298.42,Apple Pay,Completed
D700760,U147621,2026-02-23,280.08,Google Pay,Completed
D700761,U135188,2026-03-18,235.27,Bank Transfer,Completed
D700762,U115179,2025-12-19,243.74,Apple Pay,Completed
D700763,U142540,2026-07-15,46.07,Apple Pay,Completed
D700764,U100336,2025-12-15,148.22,Bank Transfer,Completed
D700765,U149114,2026-04-30,423.43,Bank Transfer,Completed
D700766,U131983,2025-09-18,300.3,Apple Pay,Completed
D700767,U134298,2026-03-09,466.47,Bank Transfer,Completed
D700768,U102129,2026-07-19,193.87,Bank Transfer,Completed
D700769,U127070,2026-08-30,107.62,Bank Transfer,Completed
D700770,U147199,2025-08-26,1773.57,Card,Completed
D700771,U127486,2025-05-13,404.34,Bank Transfer,Pending
D700772,U140105,2026-04-26,536.02,Card,Completed
D700773,U113915,2025-11-05,368.94,Bank Transfer,Completed
D700774,U135159,2025-10-17,382.92,Google Pay,Completed
D700775,U136367,2026-02-26,123.91,Bank Transfer,Completed
D700776,U135803,2026-08-30,334.28,Card,Completed
D700777,U129825,2026-04-05,707.8,Card,Completed
D700778,U101074,2025-06-06,142.82,Card,Completed
D700779,U131820,2025-06-16,509.76,Card,Completed
D700780,U106656,2025-12-23,383.9,Apple Pay,Completed
D700781,U135912,2025-07-08,465.43,Bank Transfer,Completed
D700782,U148379,2025-12-15,835.42,Bank Transfer,Completed
D700783,U121548,2025-12-21,1168.97,Google Pay,Completed
D700784,U140410,2026-06-17,374.12,Card,Completed
D700785,U117523,2025-07-31,122.08,Card,Completed
D700786,U148888,2026-01-23,250.34,Google Pay,Completed
D700787,U107668,2026-04-22,508.73,Card,Completed
D700788,U104071,2025-07-14,369.76,Bank Transfer,Completed
D700789,U120630,2025-12-23,211.75,Apple Pay,Completed
D700790,U100842,2026-06-02,615.98,Card,Completed
D700791,U125334,2025-06-26,279.48,Bank Transfer,Completed
D700792,U102200,2026-08-16,1003.01,Card,Failed
D700793,U120408,2026-06-11,95.53,Card,Completed
D700794,U104696,2026-06-22,393.21,Card,Completed
D700795,U128258,2025-07-18,25.2,Card,Completed
D700796,U124305,2026-08-25,38.89,Apple Pay,Completed
D700797,U104723,2026-04-28,114.38,Bank Transfer,Completed
D700798,U148281,2026-05-05,838.49,Card,Completed
D700799,U146837,2026-01-29,342.07,Bank Transfer,Failed
D700800,U115084,2025-09-14,326.25,Apple Pay,Completed
D700801,U129636,2026-05-16,256.84,Bank Transfer,Completed
D700802,U126155,2025-12-21,255.03,Google Pay,Completed
D700803,U129152,2026-04-14,394.32,Bank Transfer,Completed
D700804,U116862,2026-07-20,75.27,Bank Transfer,Completed
D700805,U131327,2026-02-19,441.32,Card,Completed
D700806,U122664,2025-10-24,532.74,Bank Transfer,Completed
D700807,U131816,2025-09-27,417.45,Bank Transfer,Completed
D700808,U121997,2025-08-28,122.65,Card,Completed
D700809,U114268,2025-10-23,66.19,Bank Transfer,Completed
D700810,U121939,2025-08-11,253.51,Apple Pay,Completed
D700811,U127641,2026-08-07,137.28,Card,Completed
D700812,U146094,2026-02-02,25.28,Card,Completed
D700813,U109761,2025-06-25,76.3,Bank Transfer,Completed
D700814,U136701,2025-12-08,325.6,Card,Completed
D700815,U106122,2026-01-31,2440.11,Apple Pay,Completed
D700816,U120834,2026-01-03,121.75,Bank Transfer,Completed
D700817,U115154,2026-08-22,166.24,Card,Completed
D700818,U144580,2025-12-18,341.91,Bank Transfer,Completed
D700819,U142133,2026-03-13,204.5,Bank Transfer,Completed
D700820,U101775,2026-07-03,472.21,Bank Transfer,Completed
D700821,U130145,2026-05-19,53.02,Bank Transfer,Completed
D700822,U129796,2026-02-03,266.92,Card,Completed
D700823,U103996,2025-12-19,144.61,Card,Pending
D700824,U121756,2025-11-30,154.65,Bank Transfer,Pending
D700825,U106185,2026-02-07,43.96,Bank Transfer,Completed
D700826,U117635,2026-03-23,55.46,Card,Completed
D700827,U140921,2026-05-03,135.4,Bank Transfer,Completed
D700828,U100373,2025-05-14,874.98,Bank Transfer,Completed
D700829,U113115,2026-05-16,636.71,Bank Transfer,Failed
D700830,U123145,2026-05-29,27.84,Card,Completed
D700831,U108781,2026-06-27,143.47,Bank Transfer,Completed
D700832,U101981,2026-06-04,267.72,Card,Completed
