user_id,signup_date,country,age_group,acquisition_channel,device_type,account_status
U100452,2025-08-21,Switzerland,35-44,Organic,iOS,Suspended
U100453,2025-03-17,Portugal,55+,Organic,iOS,Inactive
U100454,2025-09-22,United Kingdom,25-34,Referral,Android,Active
U100455,2026-03-31,Ireland,35-44,Social,iOS,Inactive
U100456,2026-01-19,United Kingdom,25-34,Paid Search,Android,Active
U100457,2026-07-18,Italy,18-24,Affiliate,Android,Inactive
U100458,2026-05-21,Belgium,45-54,Referral,Web,Active
U100459,2026-01-02,Germany,25-34,Organic,Android,Active
U100460,2025-05-24,Spain,25-34,Referral,Web,Active
U100461,2025-03-10,India,25-34,Social,Android,Inactive
U100462,2025-04-09,Italy,25-34,Organic,Android,Active
U100463,2026-01-31,Spain,35-44,Referral,Android,Active
U100464,2025-01-25,Netherlands,35-44,Organic,iOS,Inactive
U100465,2026-04-14,Sweden,45-54,Direct,iOS,Suspended
U100466,2026-04-29,Poland,55+,Email,iOS,Active
U100467,2026-07-19,Germany,25-34,Organic,Android,Active
U100468,2025-05-31,Portugal,25-34,Referral,Android,Active
U100469,2025-05-24,Denmark,35-44,Direct,iOS,Active
U100470,2026-07-23,India,25-34,Email,Web,Active
U100471,2025-02-08,United Kingdom,45-54,Paid Search,Android,Active
U100472,2025-04-19,Switzerland,35-44,Referral,Android,Inactive
U100473,2025-02-11,Austria,25-34,Referral,iOS,Suspended
U100474,2025-07-05,Austria,45-54,Organic,Web,Active
U100475,2026-02-02,Belgium,35-44,Social,iOS,Active
U100476,2025-08-11,United Kingdom,18-24,Affiliate,iOS,Active
U100477,2025-05-13,United Kingdom,25-34,Organic,Android,Suspended
U100478,2025-06-12,Austria,45-54,Organic,Android,Inactive
U100479,2025-08-03,India,25-34,Social,Android,Active
U100480,2025-08-23,Portugal,55+,Referral,Web,Inactive
U100481,2026-08-11,Italy,35-44,Direct,iOS,Active
U100482,2025-01-09,Ireland,25-34,Email,iOS,Inactive
U100483,2025-03-15,Italy,35-44,Referral,iOS,Suspended
U100484,2026-05-07,Ireland,25-34,Paid Search,iOS,Active
U100485,2025-09-10,Portugal,45-54,Direct,Web,Active
U100486,2025-08-18,Sweden,35-44,Affiliate,iOS,Inactive
U100487,2026-06-03,Italy,55+,Referral,Android,Active
U100488,2025-06-23,Poland,35-44,Email,Web,Active
U100489,2025-06-17,Italy,18-24,Social,Web,Active
U100490,2025-06-19,Ireland,25-34,Social,Android,Active
U100491,2026-01-28,Switzerland,35-44,Organic,iOS,Active
U100492,2025-07-13,India,55+,Social,Android,Active
U100493,2026-06-01,Switzerland,25-34,Affiliate,iOS,Inactive
U100494,2025-01-29,United Kingdom,35-44,Organic,iOS,Active
U100495,2025-06-14,Italy,25-34,Direct,Web,Active
U100496,2026-02-26,India,25-34,Affiliate,Android,Inactive
U100497,2025-12-05,Poland,35-44,Referral,Web,Active
U100498,2026-05-11,Sweden,35-44,Email,Web,Inactive
U100499,2025-12-31,France,25-34,Organic,Android,Inactive
U100500,2025-12-08,India,25-34,Social,Android,Active
U100501,2026-05-15,Switzerland,25-34,Social,Android,Active
U100502,2026-05-26,United Kingdom,35-44,Organic,iOS,Inactive
U100503,2025-11-23,India,18-24,Paid Search,Android,Active
U100504,2025-08-05,France,35-44,Email,iOS,Active
U100505,2025-10-28,Sweden,18-24,Email,Web,Inactive
U100506,2025-05-12,United Kingdom,35-44,Email,Web,Inactive
U100507,2025-03-11,Sweden,18-24,Organic,iOS,Inactive
U100508,2025-09-09,Netherlands,55+,Paid Search,Android,Active
U100509,2026-02-19,Poland,25-34,Referral,Android,Active
U100510,2026-03-21,Switzerland,35-44,Organic,iOS,Active
U100511,2025-07-01,France,45-54,Paid Search,iOS,Active
U100512,2025-06-16,Belgium,25-34,Paid Search,Web,Active
U100513,2025-04-01,Portugal,35-44,Email,iOS,Inactive
U100514,2026-06-15,Spain,45-54,Direct,Android,Active
U100515,2025-02-08,Poland,35-44,Paid Search,Android,Active
U100516,2025-05-06,Belgium,25-34,Referral,Android,Inactive
U100517,2026-03-27,Spain,25-34,Social,iOS,Inactive
U100518,2025-06-22,Spain,25-34,Direct,Android,Inactive
U100519,2025-08-08,Poland,35-44,Email,iOS,Active
U100520,2025-02-27,United Kingdom,18-24,Social,Web,Active
U100521,2026-04-21,United Kingdom,25-34,Referral,Android,Inactive
U100522,2026-04-01,Italy,35-44,Organic,iOS,Suspended
U100523,2025-12-27,India,45-54,Social,iOS,Inactive
U100524,2025-01-01,Switzerland,35-44,Social,iOS,Active
U100525,2026-01-22,Poland,55+,Organic,Web,Active
U100526,2025-12-14,Ireland,25-34,Organic,iOS,Inactive
U100527,2025-07-09,Belgium,35-44,Social,Web,Active
U100528,2026-05-20,Italy,18-24,Affiliate,Android,Active
U100529,2025-07-10,Austria,25-34,Email,Android,Active
U100530,2026-05-23,Denmark,45-54,Organic,Android,Active
U100531,2026-01-04,Spain,35-44,Paid Search,Android,Inactive
U100532,2026-02-13,Austria,55+,Referral,Android,Active
U100533,2025-04-27,India,45-54,Affiliate,Android,Active
U100534,2025-05-14,Portugal,25-34,Organic,iOS,Active
U100535,2025-02-27,Sweden,45-54,Paid Search,iOS,Active
U100536,2026-07-10,Portugal,25-34,Organic,Android,Active
U100537,2025-06-22,Ireland,25-34,Referral,iOS,Active
U100538,2025-05-29,Netherlands,18-24,Social,Android,Inactive
U100539,2025-03-21,Spain,45-54,Organic,Android,Active
U100540,2025-08-01,Denmark,25-34,Paid Search,iOS,Active
U100541,2025-07-22,United Kingdom,35-44,Paid Search,iOS,Active
U100542,2025-08-17,France,25-34,Affiliate,Android,Active
U100543,2025-08-15,India,45-54,Direct,Android,Inactive
U100544,2026-06-16,Denmark,45-54,Paid Search,Android,Suspended
U100545,2026-03-17,Portugal,35-44,Paid Search,iOS,Active
U100546,2026-02-06,Spain,35-44,Affiliate,iOS,Active
U100547,2025-02-16,Portugal,35-44,Direct,Android,Active
U100548,2025-08-21,Netherlands,35-44,Paid Search,iOS,Inactive
U100549,2025-11-01,Portugal,45-54,Organic,iOS,Inactive
U100550,2026-06-10,Poland,55+,Referral,Web,Active
U100551,2025-05-23,Germany,25-34,Affiliate,iOS,Active
U100552,2026-02-19,Denmark,25-34,Paid Search,iOS,Active
U100553,2026-05-28,Belgium,25-34,Social,Android,Active
U100554,2026-01-08,Sweden,45-54,Organic,iOS,Active
U100555,2026-07-20,Belgium,35-44,Referral,iOS,Inactive
U100556,2025-09-16,Switzerland,18-24,Referral,iOS,Active
U100557,2026-04-16,Poland,18-24,Organic,iOS,Active
U100558,2025-01-12,Spain,35-44,Affiliate,Android,Inactive
U100559,2025-11-26,India,25-34,Organic,iOS,Inactive
U100560,2025-12-24,Austria,18-24,Affiliate,Android,Active
U100561,2026-02-12,Portugal,25-34,Email,iOS,Active
U100562,2026-01-08,Denmark,45-54,Organic,Web,Inactive
U100563,2025-01-08,Austria,25-34,Email,Web,Active
U100564,2025-05-02,Switzerland,35-44,Referral,iOS,Active
U100565,2025-12-14,Denmark,45-54,Paid Search,Android,Active
U100566,2025-03-31,Denmark,25-34,Organic,Android,Active
U100567,2025-11-12,Austria,35-44,Direct,iOS,Inactive
U100568,2025-06-27,Germany,45-54,Paid Search,Android,Active
U100569,2026-06-24,Spain,25-34,Referral,Web,Active
U100570,2025-02-10,Belgium,55+,Paid Search,iOS,Active
U100571,2026-05-17,France,25-34,Direct,Android,Active
U100572,2025-05-25,Switzerland,25-34,Organic,Android,Active
U100573,2025-07-20,Belgium,45-54,Organic,Android,Active
U100574,2026-04-06,Switzerland,25-34,Email,Web,Inactive
U100575,2026-07-12,Portugal,35-44,Organic,Android,Inactive
U100576,2026-07-01,Netherlands,35-44,Email,Web,Active
U100577,2025-09-10,Austria,35-44,Organic,iOS,Active
U100578,2026-01-25,Spain,18-24,Referral,Android,Active
U100579,2026-08-17,Ireland,25-34,Paid Search,iOS,Active
U100580,2025-09-13,India,35-44,Paid Search,Android,Active
U100581,2026-03-26,Austria,25-34,Affiliate,iOS,Inactive
U100582,2025-01-10,Ireland,45-54,Referral,iOS,Active
U100583,2025-08-30,United Kingdom,55+,Paid Search,iOS,Active
U100584,2025-09-08,Ireland,18-24,Organic,iOS,Active
U100585,2025-01-05,Poland,45-54,Paid Search,iOS,Inactive
U100586,2025-04-29,Switzerland,25-34,Referral,Android,Active
U100587,2026-01-09,Denmark,55+,Organic,Android,Inactive
U100588,2025-03-06,United Kingdom,55+,Email,iOS,Active
U100589,2025-05-26,Spain,35-44,Direct,iOS,Active
U100590,2025-08-12,Netherlands,25-34,Email,Android,Active
U100591,2025-08-27,Belgium,45-54,Referral,Web,Inactive
U100592,2025-06-26,Italy,55+,Social,Web,Inactive
U100593,2025-10-09,Portugal,25-34,Organic,Web,Active
U100594,2025-03-04,Sweden,25-34,Referral,Android,Inactive
U100595,2025-08-05,Denmark,25-34,Paid Search,Android,Active
U100596,2026-04-06,Sweden,45-54,Paid Search,Android,Active
U100597,2025-04-15,Portugal,25-34,Paid Search,iOS,Active
U100598,2025-04-09,Ireland,35-44,Organic,iOS,Active
U100599,2026-05-26,Denmark,25-34,Social,Android,Suspended
U100600,2026-01-20,Denmark,45-54,Affiliate,Android,Inactive
U100601,2026-02-09,Netherlands,25-34,Affiliate,Web,Active
U100602,2026-06-02,India,55+,Affiliate,iOS,Active
U100603,2026-04-21,Denmark,18-24,Organic,iOS,Active
U100604,2026-03-13,Portugal,25-34,Direct,iOS,Suspended
U100605,2025-01-23,Denmark,25-34,Email,Android,Inactive
U100606,2026-07-19,India,25-34,Organic,Android,Active
U100607,2026-04-03,Sweden,35-44,Organic,Android,Inactive
U100608,2025-03-24,Spain,45-54,Email,Android,Active
U100609,2025-05-25,Germany,35-44,Direct,iOS,Inactive
U100610,2025-03-26,Italy,55+,Social,Web,Active
U100611,2025-03-19,United Kingdom,25-34,Social,Android,Inactive
U100612,2026-04-02,Netherlands,55+,Referral,Android,Active
U100613,2025-01-01,Denmark,25-34,Referral,Android,Inactive
U100614,2025-02-20,Belgium,45-54,Referral,Web,Active
U100615,2026-03-22,Poland,18-24,Email,Android,Active
U100616,2026-03-25,Sweden,35-44,Referral,iOS,Inactive
U100617,2026-05-03,Italy,35-44,Paid Search,Android,Active
U100618,2025-02-03,Netherlands,45-54,Affiliate,Web,Inactive
U100619,2025-12-14,Poland,35-44,Referral,Android,Active
U100620,2025-04-05,Ireland,25-34,Referral,iOS,Active
U100621,2025-03-13,Poland,45-54,Social,iOS,Active
U100622,2026-07-05,United Kingdom,45-54,Social,Android,Inactive
U100623,2025-06-03,Spain,18-24,Social,Web,Active
U100624,2025-09-07,Belgium,45-54,Paid Search,Android,Inactive
U100625,2026-03-14,Ireland,35-44,Organic,Android,Inactive
U100626,2025-04-28,Sweden,45-54,Organic,Android,Active
U100627,2025-11-02,Netherlands,25-34,Direct,Android,Active
U100628,2025-09-25,Switzerland,25-34,Direct,iOS,Active
U100629,2025-02-23,France,35-44,Direct,iOS,Inactive
U100630,2025-08-24,Switzerland,25-34,Email,iOS,Active
U100631,2026-01-24,Netherlands,35-44,Organic,Android,Active
U100632,2026-02-05,Ireland,35-44,Paid Search,Android,Active
U100633,2025-10-30,Portugal,35-44,Email,iOS,Active
U100634,2025-07-26,Portugal,35-44,Organic,Android,Active
U100635,2025-08-17,India,35-44,Direct,Android,Inactive
U100636,2026-08-01,Spain,25-34,Direct,Web,Inactive
U100637,2025-03-16,Germany,18-24,Direct,Android,Active
U100638,2026-03-11,Germany,45-54,Social,iOS,Active
U100639,2025-04-13,India,45-54,Referral,Android,Active
U100640,2026-02-26,Austria,18-24,Direct,Android,Active
U100641,2025-11-02,France,45-54,Referral,Android,Active
U100642,2025-04-08,Poland,25-34,Direct,Web,Inactive
U100643,2025-12-01,Italy,25-34,Social,Android,Active
U100644,2026-03-11,Ireland,25-34,Referral,iOS,Active
U100645,2026-03-23,Spain,35-44,Paid Search,Android,Active
U100646,2025-11-04,Portugal,18-24,Paid Search,iOS,Active
U100647,2025-09-06,Ireland,45-54,Organic,iOS,Active
U100648,2025-06-15,Belgium,55+,Paid Search,Android,Active
U100649,2026-04-26,Poland,55+,Paid Search,iOS,Inactive
U100650,2025-12-01,Germany,18-24,Referral,Android,Active
U100651,2026-06-26,Belgium,55+,Social,Android,Inactive
U100652,2025-04-16,Spain,35-44,Organic,iOS,Active
U100653,2026-07-17,Italy,35-44,Paid Search,iOS,Active
U100654,2025-03-22,Ireland,55+,Paid Search,iOS,Active
U100655,2025-05-13,Spain,35-44,Paid Search,Web,Active
U100656,2025-05-18,Sweden,25-34,Organic,iOS,Suspended
U100657,2025-07-03,Belgium,35-44,Paid Search,Web,Active
U100658,2026-02-05,Portugal,35-44,Paid Search,Web,Active
U100659,2025-11-26,Ireland,55+,Email,iOS,Inactive
U100660,2026-05-23,Poland,45-54,Organic,Android,Active
U100661,2025-03-10,India,35-44,Organic,Android,Active
U100662,2026-06-30,Spain,25-34,Referral,iOS,Active
U100663,2025-02-22,Poland,25-34,Paid Search,Android,Inactive
U100664,2026-03-26,United Kingdom,25-34,Email,Android,Suspended
U100665,2025-07-24,Sweden,25-34,Paid Search,Android,Inactive
U100666,2025-05-06,Ireland,35-44,Paid Search,Android,Inactive
U100667,2025-02-12,Spain,45-54,Email,Android,Active
U100668,2025-04-21,Germany,25-34,Social,iOS,Active
U100669,2025-07-02,Belgium,45-54,Organic,Web,Active
U100670,2025-04-05,Switzerland,35-44,Paid Search,iOS,Active
U100671,2026-01-09,Germany,25-34,Affiliate,Web,Active
U100672,2026-06-04,Spain,35-44,Referral,Android,Active
U100673,2025-12-26,Ireland,45-54,Direct,Android,Active
U100674,2025-10-08,Switzerland,35-44,Direct,Web,Active
U100675,2025-07-14,Netherlands,25-34,Affiliate,Web,Active
U100676,2025-07-14,Austria,25-34,Affiliate,iOS,Active
U100677,2025-04-03,United Kingdom,18-24,Social,Android,Inactive
U100678,2025-03-02,Italy,55+,Organic,Android,Active
U100679,2025-02-20,Italy,25-34,Email,Android,Active
U100680,2026-02-07,France,35-44,Affiliate,iOS,Active
U100681,2025-01-05,France,55+,Social,Android,Active
U100682,2026-04-11,Austria,45-54,Direct,iOS,Active
U100683,2026-08-27,United Kingdom,25-34,Direct,iOS,Active
U100684,2026-06-18,Spain,45-54,Referral,iOS,Active
U100685,2026-02-09,Spain,35-44,Paid Search,iOS,Inactive
U100686,2026-05-28,India,25-34,Affiliate,Web,Inactive
U100687,2025-08-21,France,35-44,Affiliate,Android,Active
U100688,2026-06-08,Austria,45-54,Affiliate,iOS,Active
U100689,2025-12-12,France,25-34,Paid Search,Android,Active
U100690,2025-02-15,Poland,45-54,Social,Android,Inactive
U100691,2026-06-30,India,18-24,Organic,Android,Active
U100692,2025-03-19,Spain,35-44,Direct,Android,Active
U100693,2025-03-14,Spain,25-34,Social,iOS,Suspended
U100694,2025-09-06,Switzerland,35-44,Direct,Android,Active
U100695,2025-02-16,France,25-34,Direct,iOS,Active
U100696,2025-05-01,Switzerland,25-34,Email,Android,Active
U100697,2025-08-02,United Kingdom,25-34,Referral,Android,Active
U100698,2025-08-27,Spain,45-54,Referral,iOS,Active
U100699,2025-02-25,India,25-34,Referral,Android,Inactive
U100700,2025-12-16,Poland,35-44,Organic,iOS,Inactive
U100701,2025-04-17,Netherlands,35-44,Referral,Android,Active
U100702,2025-02-17,Italy,25-34,Organic,Web,Active
U100703,2026-07-27,Austria,35-44,Referral,Android,Active
U100704,2025-12-03,France,35-44,Affiliate,Android,Active
U100705,2025-01-26,Sweden,35-44,Referral,iOS,Active
U100706,2025-09-14,Netherlands,55+,Direct,iOS,Inactive
U100707,2025-01-08,Sweden,18-24,Paid Search,iOS,Inactive
U100708,2025-09-10,Belgium,45-54,Referral,Android,Active
U100709,2025-10-30,Ireland,45-54,Paid Search,Web,Active
U100710,2025-02-25,Spain,25-34,Paid Search,Android,Inactive
U100711,2026-06-10,Italy,35-44,Paid Search,iOS,Inactive
U100712,2026-04-19,Sweden,35-44,Direct,Android,Active
U100713,2025-01-28,Belgium,35-44,Referral,Web,Active
U100714,2025-03-19,Netherlands,35-44,Referral,iOS,Active
U100715,2025-08-04,India,25-34,Social,iOS,Active
U100716,2026-01-21,Denmark,35-44,Paid Search,iOS,Active
U100717,2025-12-31,Italy,25-34,Social,Android,Active
U100718,2026-06-10,Denmark,25-34,Referral,Android,Active
U100719,2025-11-08,Germany,45-54,Paid Search,iOS,Active
U100720,2025-01-07,Belgium,18-24,Paid Search,iOS,Inactive
U100721,2025-01-03,Ireland,35-44,Email,iOS,Active
U100722,2025-12-29,Switzerland,35-44,Affiliate,Android,Active
U100723,2026-05-23,Netherlands,25-34,Affiliate,iOS,Active
U100724,2025-10-01,Germany,35-44,Affiliate,iOS,Active
U100725,2026-05-21,Netherlands,18-24,Paid Search,iOS,Inactive
U100726,2025-01-15,Switzerland,35-44,Social,iOS,Active
U100727,2025-07-11,Switzerland,35-44,Organic,Android,Inactive
U100728,2026-04-30,United Kingdom,35-44,Social,iOS,Active
U100729,2025-01-28,Austria,25-34,Organic,Android,Active
U100730,2025-02-08,United Kingdom,25-34,Paid Search,Android,Active
U100731,2025-09-30,Belgium,35-44,Email,iOS,Active
U100732,2025-08-19,Netherlands,18-24,Paid Search,Android,Suspended
U100733,2025-03-27,India,25-34,Social,iOS,Active
U100734,2026-04-19,Sweden,45-54,Paid Search,Web,Active
U100735,2025-05-06,Sweden,25-34,Affiliate,iOS,Active
U100736,2026-06-21,Germany,25-34,Paid Search,Android,Active
U100737,2025-05-25,Belgium,35-44,Organic,Web,Active
U100738,2026-06-09,Poland,25-34,Organic,Android,Inactive
U100739,2025-07-31,Spain,25-34,Direct,iOS,Active
U100740,2025-01-25,France,35-44,Paid Search,Android,Active
U100741,2026-08-03,Switzerland,25-34,Organic,iOS,Active
U100742,2026-01-29,United Kingdom,25-34,Social,iOS,Active
U100743,2025-03-08,Spain,25-34,Paid Search,iOS,Active
U100744,2025-08-21,India,25-34,Paid Search,iOS,Active
U100745,2025-04-19,France,55+,Organic,iOS,Active
U100746,2025-05-26,Sweden,,Email,Android,Active
U100747,2025-04-21,India,35-44,Organic,Android,Active
U100748,2025-08-16,Poland,25-34,Organic,Web,Active
U100749,2025-04-21,Sweden,35-44,Affiliate,iOS,Suspended
U100750,2026-04-15,India,35-44,Referral,Android,Active
U100751,2025-02-03,Switzerland,35-44,Social,Android,Active
U100752,2026-01-04,Portugal,45-54,Paid Search,Android,Active
U100753,2026-08-18,Poland,25-34,Organic,Android,Suspended
U100754,2026-07-08,Netherlands,25-34,Affiliate,iOS,Active
U100755,2026-03-01,India,55+,Referral,Android,Inactive
U100756,2026-06-02,France,45-54,Referral,Web,Inactive
U100757,2025-10-09,France,25-34,Organic,Android,Active
U100758,2025-11-16,Germany,45-54,Affiliate,iOS,Active
U100759,2026-03-19,Austria,35-44,Social,iOS,Active
U100760,2025-11-11,Netherlands,25-34,Affiliate,Android,Inactive
U100761,2026-01-12,Poland,45-54,Email,Web,Inactive
U100762,2025-10-16,Poland,35-44,Social,iOS,Suspended
U100763,2026-03-13,Netherlands,45-54,Affiliate,Web,Active
U100764,2025-10-04,Spain,25-34,Paid Search,iOS,Inactive
U100765,2026-08-05,Switzerland,45-54,Paid Search,Android,Inactive
U100766,2026-05-18,Portugal,25-34,Affiliate,Android,Active
U100767,2026-05-31,Switzerland,35-44,Organic,Android,Active
U100768,2025-12-16,Spain,25-34,Affiliate,Android,Inactive
U100769,2026-03-22,Portugal,25-34,Paid Search,iOS,Active
U100770,2025-12-16,Sweden,45-54,Direct,Web,Active
U100771,2026-08-30,India,25-34,Direct,Android,Active
U100772,2025-05-17,Switzerland,55+,Social,iOS,Active
U100773,2025-08-31,Sweden,35-44,Organic,Android,Active
U100774,2026-06-27,Spain,35-44,Referral,Android,Active
U100775,2025-02-09,United Kingdom,25-34,Organic,iOS,Active
U100776,2025-08-17,Netherlands,35-44,Organic,Android,Active
U100777,2026-07-02,Germany,35-44,Paid Search,Android,Inactive
U100778,2025-08-11,France,45-54,Affiliate,iOS,Active
U100779,2025-01-06,Austria,45-54,Paid Search,iOS,Active
U100780,2025-11-18,Belgium,25-34,Direct,Android,Active
U100781,2026-04-13,Poland,35-44,Social,Web,Active
U100782,2025-03-16,Sweden,45-54,Affiliate,Android,Active
U100783,2025-01-04,Ireland,45-54,Organic,Web,Active
U100784,2025-04-28,Italy,45-54,Paid Search,Android,Inactive
U100785,2026-08-29,Spain,45-54,Paid Search,Android,Active
U100786,2026-05-19,India,35-44,Organic,Android,Active
U100787,2026-07-28,Italy,35-44,Direct,Android,Active
U100788,2026-03-17,United Kingdom,45-54,Email,Android,Inactive
U100789,2025-07-13,Switzerland,45-54,Paid Search,Android,Inactive
U100790,2026-01-27,Ireland,25-34,Direct,iOS,Inactive
U100791,2025-01-26,France,45-54,Organic,Android,Active
U100792,2026-03-11,Sweden,55+,Organic,Android,Active
U100793,2025-06-22,Switzerland,25-34,Affiliate,iOS,Suspended
U100794,2025-10-27,Denmark,18-24,Organic,iOS,Inactive
U100795,2025-11-22,France,18-24,Affiliate,iOS,Active
U100796,2026-02-14,Sweden,25-34,Referral,iOS,Active
U100797,2025-04-28,Portugal,55+,Direct,Web,Active
U100798,2025-08-13,Germany,25-34,Organic,Web,Active
U100799,2026-06-16,Spain,35-44,Direct,iOS,Active
U100800,2025-04-23,Germany,45-54,Organic,Android,Suspended
U100801,2025-05-20,Spain,45-54,Email,iOS,Inactive
U100802,2026-07-13,Sweden,25-34,Paid Search,Android,Active
U100803,2025-01-01,Switzerland,35-44,Organic,Android,Active
U100804,2025-03-31,Denmark,25-34,Paid Search,Android,Active
U100805,2025-11-16,Belgium,25-34,Email,Android,Active
U100806,2026-07-04,Denmark,25-34,Referral,iOS,Inactive
U100807,2025-05-19,India,25-34,Organic,iOS,Active
U100808,2026-05-26,Germany,25-34,Referral,iOS,Inactive
U100809,2025-09-16,Ireland,25-34,Organic,Web,Inactive
U100810,2025-01-10,Germany,25-34,Social,iOS,Active
U100811,2025-09-18,Portugal,45-54,Organic,Android,Active
U100812,2025-06-21,Switzerland,35-44,Referral,Android,Active
U100813,2025-01-13,United Kingdom,35-44,Direct,Android,Active
